Autor,Titulo,Año de publicación,Volumen,Pagina-inicio,Pagina-fin,No páginas,No referencias,Referentes,URL,DOI,PDF,Idioma,Tipo de documento,Área temática/campo,Notas,Edición,Tomo,Número,ISBN
"Schlechtendal, Diederich Franz Leonhard von",De plantis mexicanis a G. Schiede collectis nuntium adfert,1832,,380,400,20,,Plantis; mexicanis; Ehrenbergio; G. Schiede,https://www.biodiversitylibrary.org/item/109602#page/386/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,VII,-,-
"Schlechtendal, Diederich Franz Leonhard von",Vorlanflge Nachricht über die mexicanischen coniferen,1838,,487,496,9,,Vorlanfige; mexicanischen; coniferen,https://www.biodiversitylibrary.org/item/109746#page/494/mode/1up,,Sí,Alemán,Artículo,Ciencias de la vida,-,-,-,-,-
"Schlechtendal, Diederich Franz Leonhard von",De Steviis nonnullis mexicanis,1842,,323,373,51,,Steviis; nonullis; mexicanis,https://www.biodiversitylibrary.org/item/109603#page/331/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,-,-,-
"Schlechtendal, Diederich Franz Leonhard von","Ueber eine mexicanische ""Dioscorea""",1843,,889,904,15,,Ueber; Dioscorea,https://books.google.com.mx/books?id=RZkCAAAAYAAJ&pg=PA893&lpg=PA893&dq=Ueber+eine+mexicanische+%22Dioscorea%22+1843&source=bl&ots=6DqPBN-58O&sig=ACfU3U3JS6GnKmnL8E6tV0fsdbBNzeIijw&hl=es&sa=X&ved=2ahUKEwjCjbjKkfntAhUEd6wKHXzBBvYQ6AEwAHoECAEQAg#v=onepage&q=Ueber%20eine%20mexicanische%20%22Dioscorea%22%201843&f=false,,Sí,Alemán,Artículo,Ciencias de la vida,-,-,I,-,-
"Schlechtendal, Diederich Franz Leonhard von",Supplementum ad Dioscoreas mexicanas,1844,,112,112,1,,Supplementum; discorea; mexicana,https://www.biodiversitylibrary.org/item/109742#page/118/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XVIII,-,
"Schlechtendal, Diederich Franz Leonhard von",Supplementum ad Rhamneas mexicanas,1844,,512,516,4,,Rhanmeas; mexicanas,https://www.biodiversitylibrary.org/item/109742#page/230/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XIV,-,-
"Schlechtendal, Diederich Franz Leonhard von",Plantae Leiboldianae: Monocotylae reliquae,1844,,410,456,46,,Plantae; Leiboldianae,https://www.biodiversitylibrary.org/item/109742#page/416/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XVIII,-,-
"Schlechtendal, Diederich Franz Leonhard von",Ueber eine nene Hydrotaenia aus Mexico,1844,,664,666,2,,Ueber; Hidrotoenia; Mexico,https://www.biodiversitylibrary.org/item/109742#page/670/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XVIII,-,-
"Schlechtendal, Diederich Franz Leonhard von",De Hyptidis specie Mexicana,1844,,731,734,3,,Hyptidis; Mexicana,https://www.biodiversitylibrary.org/item/109742#page/738/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XVIII,-,-
"Schlechtendal, Diederich Franz Leonhard von",Bemerkungen über die asplodeleen Mexico´s,1845,,609,615,5,,Bumerjungen; Aplodeleen; Mexico´s,https://www.biodiversitylibrary.org/item/105925#page/325/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,III,7,-
"Schlechtendal, Diederich Franz Leonhard von",Plantae Leiboldianae: Dycotyleae,1847,,234,312,8,,Leiboldianae; Dicotyleae,https://www.biodiversitylibrary.org/item/10863#page/237/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XIX,-,-
"Schlechtendal, Diederich Franz Leonhard von",Fuirenae species nova Mexicana,1847,,68,70,2,,Fuirenae; species; nova,https://www.biodiversitylibrary.org/item/10863#page/71/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XIX,-,-
"Schlechtendal, Diederich Franz Leonhard von",Bemerkungen über die mexicanischen Cyperaceen und den Blüthenstand dieser Familie,1849,,26,29,3,,Bemerjungen; mexicanixhen; Bluthenstand; familie,https://www.biodiversitylibrary.org/item/105412#page/27/mode/1up,,Si,Alemán,Articulo,Ciencias de la vida,-,-,VII,-,-
"Schlechtendal, Diederich Franz Leonhard von",Coniferae mexicanae. Roezlianea,1853,,1,904,904,,Coniferae; mexicanae,,https://www.biodiversitylibrary.org/bibliography/4948#/summary,Sí,Alemán,Monografía,Ciencias de la vida,-,-,-,-,-
"Schlechtendal, Diederich Franz Leonhard von",De plantis variis mexicanis,1853,,366,384,18,,Plantis; variis; mexicanis,https://www.biodiversitylibrary.org/item/109557#page/373/mode/1up,,Si,Alemán,Artículo,Ciencias de la vida,-,-,X,-,-
"Schlechtendal, Diederich Franz Leonhard von",De Salviae specia Mexicana,1853,,292,294,2,,Salviae; Mexicana,https://www.biodiversitylibrary.org/item/109557#page/300/mode/1up,,Sí,Latín,Artículo,Ciencias de la vida,-,-,XVII,-,-
"Dominicus Schultze, Johannes","Ueber die grosse amerikanische Aloe, Richtiger Agave, bei Gelegenheit der jetzt un Raths-Apothekergarten blühenden",1782,,1,64,64,,Amerikanische Aloe; gelegenheit; Raths-Apothekergarten,"https://books.google.com.mx/books?id=VR9nAAAAcAAJ&pg=PA1&lpg=PA1&dq=Ueber+die+grosse+amerikanische+Aloe,+Richtiger+Agave,+bei+Gelegenheit+der+jetzt+un+Raths-Apothekergarten+bl%C3%BChenden&source=bl&ots=zqjxo4Km8w&sig=fsaY7NE1mOnxgOwRE90I7DmWNm0&hl=es&sa=X&ved=2ahUKEwjT5eSDmsnfAhVNRK0KHQq5DYgQ6AEwAHoECAkQAQ#v=onepage&q=Ueber%20die%20grosse%20amerikanische%20Aloe%2C%20Richtiger%20Agave%2C%20bei%20Gelegenheit%20der%20jetzt%20un%20Raths-Apothekergarten%20bl%C3%BChenden&f=false",,Sí,Alemán,Monografía,Ciencias de la vida,-,-,-,8,-
"Schlutz y Bipontinus, Carl Heinrich; Seemann, Berthold Carl; Potts, J.",Enumeration of the compositae collected by B. Seemann and J. Potts in north-western Mexico,1825,,1,19,19,,Enumeration; compositae; collected,https://www.biodiversitylibrary.org/bibliography/152159#/summary,https://doi.org/10.5962/bhl.title.152159,Sí,Latín,Monografía,Ciencias de la vida,-,-,-,,-
Smith,"Enumeration of the Filiees, Lycopodiaceae, Marsileaceae of North-Western Mexico",-,,-,,,,Enumeration; Lycopodiaceae; Marsileaceae:,,,No,Inglés,-,Ciencias de la vida,-,-,-,-,-
"Swartz, Olof; Nordstrom; Jac. Swederus, Magnus","Nova géneros y especies plantarum, seu, Prodromus descriptionum vegetabilium: maximam partem incognitorum quæ sub itinere en Indiam Occidentalem annis 1783-87",1788,,1,158,158,,Nova; species; vegetabilium; Indian Occidentalem,https://www.biodiversitylibrary.org/bibliography/433#/summary,https://doi.org/10.5962/bhl.title.433,Sí,Latín,Monografía,Ciencias de la vida,-,-,-,8,-
"Swartz, Olof; Palmii, Jo. Jacobi; B. White","Flora Indiae occidentalis aueta arque illustrata, sive descriptiones plantarum in prodromo recensitarum",1797,1,1,640,640,,Flora; occidentails; descriptiones; plantarum; recensitarum,https://www.biodiversitylibrary.org/bibliography/434#/summary,https://doi.org/10.5962/bhl.title.44876,Sí,Latín,monografía,Ciencias de la vida,3 volumenes en total,-,-,-,-
"Swartz, Olof; Agardh, Carl Adolf; Sprengel, Kurt Polycarp Joachim; Wikström, Johann Emanuel",Adnotationes botanicae,1829,,1,188,188,,Adnotationes; collectae; J.E. WIKSTROM,https://www.biodiversitylibrary.org/bibliography/44876#/summary,https://doi.org/10.5962/bhl.title.44876,Sí,Latín,Monografía,Ciencias de la vida,-,-,1,-,-
"Segura, Adrián",Dos palabras acerca del empleo de la tirtura de arnica en las faringo-laringitis crónicas,1883,18,82,84,3,,Empleo; tintura; arnica; faringo-laringitis,http://www.anmm.org.mx/bgmm/1864_2007/1883-18-5-082-084.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,18,-,-
"Segura, José C.",Instrucciones sobre el cultivo del Olivo,1883,2,216,216,1,,Instrucciones; cultivo; Olivo,https://drive.google.com/drive/folders/1TcA1GfSbZNl5-yL_HJ1pjhNxqzxa5EQM,,Sí,Español,Artículo,Ciencias de la vida,-,-,2,15,-
"Segura, José C.",Instrucciones sobre el cultivo de la Vid.,1883,2,125,125,1,,Instrucciones; cultivo; Vid,-,,No,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Segura, José C.",Informe sobre el cultivo del cacaotero,1883,2,196,197,1,,Informe; cultivo; Cacaotero,https://drive.google.com/drive/folders/1TcA1GfSbZNl5-yL_HJ1pjhNxqzxa5EQM,,Si,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Segura, José C.",Cultivo de la Quina,1883,2,221,222,1,,Cultivo; Quina,,,No,Español,Artículo,Ciencias de la vida,-,-,2,28,-
"Segura, José C.",Memoria sobre el pulque,1884,,32,32,1,,Memoria; Pulque,http://www.hndm.unam.mx/consulta/resultados/visualizar/558075bf7d1e63c9fea1a480?resultado=1&tipo=publicacion&intPagina=0,,Sí,Español,Artículo,Ciencias de la vida,-,-,-,16,-
"Segura, José C.; Cordero, Manuel D.",Reseña sobre el cultivo de algunas plantas industriales que se explotan o son susceptibles de explotarse en la republica,1884,,1,339,339,,Reseña; cultivo; plantas industriales; explotarse,https://archive.org/details/b28086053/page/n3/mode/2up,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Segura, José C.",El cultivo del maíz,1888,,1,113,113,,Cultivo; maíz,https://archive.org/details/cultivodelmaiz00Segu/page/2/mode/2up,,Si,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Segura, José C.",Conferencias agrícolas. Influencia de la atmósfera y de sus agentes físicos sobre la vegetación,1889,1,16,16,1,,Conferencias; agrícolas; atmósfera; vegetación,http://www.hndm.unam.mx/consulta/resultados/visualizar/558075bf7d1e63c9fea1a480?resultado=1&tipo=publicacion&intPagina=0,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,2,-
"Segura, José C.",El pulque,1889,1,4,7,3,,Pulque,http://www.hndm.unam.mx/consulta/resultados/visualizar/558075bf7d1e63c9fea1a480?resultado=1&tipo=publicacion&intPagina=0,,Sí,Español,Artículo,Ciencias de la vida,Contiene otras páginas de 1-3,-,-,6 Y 7,-
"Segura, José C.",Arbol del corcho,1889,1,7,9,2,,Árbol; Corcho,http://www.hndm.unam.mx/consulta/resultados/visualizar/558075bf7d1e63c9fea1a480?resultado=1&tipo=publicacion&intPagina=0,,Sí,Español,Artículo,Ciencias de la vida,Contiene otras páginas de 1-3,-,-,8 Y 9,-
"Segura, José C.",El maguey. Memoria sobre el cultivo y beneficio de sus productos,1891,,1,228,228,,Maguey; Memoria; beneficio; productos,https://archive.org/details/61810980R.nlm.nih.gov/page/n7/mode/2up,,Si,Español,Monografía,Ciencias de la vida,-,3,-,4,-
"Segura, José C.",Camote del cerro,-,1,93,93,1,,Camote; cerro,-,,No,Español,Artículo,Ciencias de la vida,-,-,-,--,-
"Segura, José C.",El tizón,-,1,161,161,1,,Tizón,-,,No,Español,Artículo,Ciencias de la vida,-,-,-,--,-
"Segura, José C.",Informe rendido a la dirección de la Escuela de Agricultura sobre una excursión al Estado de Veracruz en diciempre de 1877,-,1,--,-,-,,Informe; Escuela de Agricultura; Escursión; Veracrúz,,,No,Español,Monografía,Ciencias de la vida,-,-,-,--,-
"Segura, José C.",Yerba de la Guinea,-,1,14,14,1,,Yerba; Guinea,-,,No,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Segura, José C.",Té de milpa,-,1,15,15,1,,Té; Milpa,-,,No,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Segura, José C.",El café,-,2,8,8,1,,Café,-,,No,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Seemann, Berthold Carl",Flora of the North-Western Mexico,1857,,-,-,-,,Flora; North-Western; México,-,,No,Inglés,Monografía,Ciencias de la vida,-,-,-,-,-
"Seemann, Berthold Carl",Los nietoa mexicana,1876,3,343,346,4,,Nietoa; Mexicana,https://www.biodiversitylibrary.org/item/49853#page/367/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,1a serie,-,3,-,-
"Seemann, Berthold Carl",The botany of the Voy. of the Herald ( flora of the Pacific Coast of N. America etc.),1852-1857,,1,484,484,,Botany; voyager; Herald,https://www.biodiversitylibrary.org/bibliography/425#/summary,,Sí,Inglés,Monografía,Ciencias de la vida,-,-,-,-,-
Semeleder Federico,Efectos fisiologicos del muriato de cocaína,1885,20,25,25,1,,Efestos; Muriato de Cocaina,-,,No,Español,Artículo,Ciencias de la vida,-,-,20,-,-
"Semmedo, João Curvo","Pugillus return indicarum quo comprehenditur historia variorum simplicium ex India Orientali, America, Allisque orbis terrarum partibus",1822,,-,-,-,,Historia; simlicium; India Orientali; America; terrarum,-,,No,Latín,-,Ciencias de la vida,-,-,-,-,-
Senseve; Jaime,Varios estudios sobre plantas mexicanas,-,-,-,-,-,,Estudios; plantas mexicanas,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Serna, Presibitero Jacinto de",Manual de ministros de indios para el conocimiento de sus idolatrias y extirpación de ellas,1656,,-,-,-,,Manual; Indios; idolatrías; extirpación,https://books.google.com.mx/books/about/Manual_de_ministros_de_Indios_para_el_co.html?id=63M1QwAACAAJ&redir_esc=y,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Sentis, J. M.",De la cera vegetal,1830,3,260,272,12,,Cera; vegetal,http://www.hndm.unam.mx/consulta/publicacion/visualizar/558075be7d1e63c9fea1a38e?intPagina=1&tipo=publicacion&anio=1830&mes=09&dia=22&butIr=Ir,,Sí,Español,Artículo,Ciencias de la vida,2a época,-,-,8,-
"Silva, Gabriel",Apomorfina. Contribución al estudio de la Terapéutica,1788,,1,22,22,,Apomorfina; estudio; terapéutica,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"Siricius, Joannes","Historische physische und medizinische Beschreibung derer im Furstlich Gottorpischen Garlen, das Neue-Werck gennant, deyen blühenden Aloen (mit Beyfügung einer Beschreibung der gleichfalls blühenden Yecca gloriosa).",1705,,1,68,68,,Historische; medizinische; FurstlichHistorische; Furstlich,https://books.google.com.mx/books?id=yUy-2jrab48C&lpg=PA1&ots=dHl5rqRlTm&dq=Kurze%20Beantwortung%20derer%20von%20Dr.%20W.V.W.&hl=es&pg=PA1#v=onepage&q=Kurze%20Beantwortung%20derer%20von%20Dr.%20W.V.W.&f=false,,Sí,Alemán,Monografía,Ciencias de la vida,-,-,-,-,
"Siricius, Joannes","Kurze Beantworlung derer von Dr. W.V.W. sehr ungereimten, nichtswurdigen und injurieusen imputationen, wider seine herausgegebene Beschreiburg derer im Hochfurstlichen Gottorpschen Garten serwichenes Jahr 1705 bluhenden Aloen, un dessen Persohn, der Wahrheit zu Neuer, und zur Rettung seines ehrlichen nahmens, allen verstandigen und unpassisnirten zum urtheil umbergeben.",1706,,1,68,68,,Kurze; Beantworlung,-,,No,Alemán,Monografía,Ciencias de la vida,-,-,-,-,-
"Siricius, Joannes","Bajae cimbricae, seu Carmen de Aloe americana",1709,,-,-,-,,Carmen; aloe americana,-,,No,Alemán,Monografía,Ciencias de la vida,-,-,-,-,-
"Soland, Aime de",Nottes sur la gomme de Sonora,-,,-,-,-,,Gomme; Sonora,-,,No,Francés,-,Ciencias de la vida,-,-,-,-,-
"Solms, Laubach H.",Pontederiaceae,1883,4,501,514,13,,Pontederiaceae,https://bibdigital.rjb.csic.es/viewer/13094/?offset=#page=505&viewer=picture&o=bookmark&n=0&q=,,Sí,Alemán,Artículo,Ciencias de la vida,-,-,4,-,-
"Solórzano Arriaga, Franciso",Apuntes relativos a la coca y a la cocaína,-,3,55,55,1,,Apuntes; Coca; Cocaina,-,,No,Español,Artículo,Ciencias de la vida,-,-,3,-,-
"Sonnini de Manoncourt, Charles Nicolas Sigisbert",Traité de l´Arachide eu Pistache de terre. Contenant la description 3 la culture et les usages de cette plante ; avec des Observations générales sur plusieurs sujets.,1808,,1,87,87,,Traite; Arachide; Pistache,https://gallica.bnf.fr/ark:/12148/bpt6k9816405b/f9.item.texteImage.zoom,,Sí,Francés,Monografía,Ciencias de la vida,-,-,-,-,-
"Soriano, Manuel S.",La nicocigrafía,1877,2,176,176,1,,Nicocigrafía,-,,No,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Soriano, Manuel S.",Algunos apuntes sobre la geografía y estadística médicas de Maravatio,1882,6,43,56,13,,Apuntes; Geogrfía; Estadisticas; Maravatio,-,,No,Español,Artículo,Ciencias de la vida,3a época,-,6,-,-
"Sosa, Secundino E.",Tullidora o Capulincilo,1875,2,35,35,1,,Tilludora; Capulincilo,-,,No,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Soto, Manuel",Instrucciones sobre el cultivo y aprovechamiento del Algarrono,1884,,4,4,1,,Cultivo; aprocechamiento; Algarrobo,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Soto, Manuel",Cultivo del Pino marítimo,1884,,4,4,1,,Cultivo; Pino; matirimo,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Seyneffer, Johann de","Florilegio medicinal de todas las enfermedades: sacado de varios y clasicos autores para bien de los pobres ... en particular para las Provincias remotas, en donde administran los RR.PP. Missioneros de la Compañia de Jesus : reducido a tres libros, el primero de Medicina, el segundo de Cirugia, con un Appendix ... el tercero contiene un Catalogo de los medicamentos usuales ... con el modo de componerlos",1729,,1,529,529,,Florilegio; medicinal; enfermedades; medicos,https://books.google.com.mx/books/about/Florilegio_medicinal_de_todas_las_enferm.html?id=dSKqiL2GIncC&redir_esc=y,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Suter, Johann Rudolf",Flora Helvetica,1802,1,1,345,345,,Flora; Helvetica,https://books.google.com.mx/books?id=w10-AAAAcAAJ&dq=inauthor:%22Johann+Rudolf+Suter%22&hl=es&source=gbs_navlinks_s,,Sí,Alemán,Monografía,Ciencias de la vida,-,-,-,-,-
"Suter, Johann Rudolf",Flora Helvetica exhibens plantas Helvetiae phanerogamas,1822,1,1,408,408,,Flora; Helvetica; Exhibens; Phanerogamas,https://books.google.com.mx/books?id=w10-AAAAcAAJ&dq=inauthor%3A%22Johann%20Rudolf%20Suter%22&hl=es&pg=PR2#v=onepage&q&f=false,,Sí,Alemán,Monografía,Ciencias de la vida,-,-,-,-,-
T. J. J.,"La montaña de Bacalar, en el departamento de yucatán",1845,1,15,20,6,,Montaña; Bacalar; Yucatán,https://hdl.handle.net/2027/yale.39002085407477?urlappend=%3Bseq=9,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,2,-
"Tabares Ulloa, Francisco de",Observaciones prácticas sobre el cacahuate o maní de america,1800,,1,31,31,,Observaciones; Cachahuate; mani de America,http://bdh-rd.bne.es/viewer.vm?id=0000078168&page=1,,Sí,Español,Monografía,Ciencias de la vida,-,-,,8,-
"Tena, Miguel",Plantas útiles,1892,1,-,-,-,,Plantas; putiles,-,,No,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Tena, Miguel",Calendario botánico de michoacan,1892,1,2,5,4,,Calendario; Botánico; Michoachan,https://collections.nlm.nih.gov/ext/dw/101282180/PDF/101282180.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,8,-
"Tenore, Michele","Florae Neapolitanae prodromi appendix quarta : accedunt, de plantis quibusdam in Horto Regio cultis, observationes nonnullae / [Michele Tenore]",1823,,1,36,36,,Florae; neapolitanae; prodrom.,https://bibdigital.rjb.csic.es/records/item/11744-redirection,,Sí,Latín,Monografía,Ciencias de la vida,,-,-,-,-
"Tenore, Michele","Sylloge plantarum vascularium florae neapolitane hucusque detectarum; / auctore Michaele Tenore, in regia Neapolitana studiorum universitate botanices professore etc.",1831,,1,639,639,,Flora; Napolitana,https://bibdigital.rjb.csic.es/records/item/11743-redirection,,Sí,Latín,Monografía,Ciencias de la vida,,-,-,-,-
"Tenore, Vincenzo",Compendio di botanica ordinato specialmente alla conoscenza delle piante medicinali più comuni di V. Tenore e GA Pasquale,1858,,1,407,407,,Compendio; botanica,https://archive.org/details/bub_gb_LeXm2q-LO70C/page/n3,,Sí,Italiano,Monografía,Ciencias de la vida,,2,-,-,-
"Tenore, Vincenzo; Pasquale, Giuseppe Antonio",Atlante di botanica popolare ossia illustrazione di piante notevoli di ogni famiglia,1872,,-,-,-,,Atlante; Botanica; populare,https://books.google.com.mx/books/about/Atlante_di_botanica_popolare_ossia_illus.html?id=h-G3oAEACAAJ&redir_esc=y,,No,Italiano,Monografía,Ciencias de la vida,-,-,-,-,-
"Terracino, A.",Contrib. ad una monogr. de agave,1885,,-,-,-,,Congrib.; monogr. Agave,-,,No,-,Monografía,Ciencias de la vida,,-,-,-,-
